celebrity_name,season,ballroom_partner,age,age_scaled,season,season_scaled,voting_phase,partner_id,partner_name,season_group,industry_Actor/Actress,industry_Astronaut,industry_Athlete,industry_Beauty Pagent,industry_Comedian,industry_Con Artist,industry_Conservationist,industry_Entrepreneur,industry_Fashion Designer,industry_Fitness Instructor,industry_Journalist,industry_Magician,industry_Military,industry_Model,industry_Motivational Speaker,industry_Musician,industry_News Anchor,industry_Politician,industry_Producer,industry_Racing Driver,industry_Radio Personality,industry_Singer/Rapper,industry_Social Media Personality,industry_Sports Broadcaster,industry_Tv Personality,placement,avg_score,last_week
Rumer Willis,20,Valentin Chmerkovskiy,26,-0.9288753341114111,20,0.17674288757141,2,28,Valentin Chmerkovskiy,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,36.25,10
Nastia Liukin,20,Derek Hough,25,-1.0015219095639292,20,0.17674288757141,2,19,Derek Hough,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,36.388888888888886,9
Michael Sam,20,Peta Murgatroyd,25,-1.0015219095639292,20,0.17674288757141,2,29,Peta Murgatroyd,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,27.0,4
Robert Herjavec,20,Kym Johnson,52,0.959935627654055,20,0.17674288757141,2,14,Kym Johnson,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,29.8125,8
Charlotte McKinney,20,Keo Motsepe,21,-1.2921082113740008,20,0.17674288757141,2,41,Keo Motsepe,20,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11,23.333333333333332,3
Noah Galloway,20,Sharna Burgess,33,-0.4203493059437856,20,0.17674288757141,2,32,Sharna Burgess,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,32.05,10
Redfoo,20,Emma Slater,39,0.015530146771321949,20,0.17674288757141,2,34,Emma Slater,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,26.5,2
Patti LaBelle,20,Artem Chigvintsev,70,2.2675739857993777,20,0.17674288757141,2,40,Artem Chigvintsev,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,27.666666666666668,6
Chris Soules,20,Witney Carson,33,-0.4203493059437856,20,0.17674288757141,2,38,Witney Carson,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,28.375,8
Gary Busey,21,Anna Trebunskaya,71,2.3402205612518956,21,0.27951741197412217,2,9,Anna Trebunskaya,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,18.125,4
Alexa PenaVega,21,Mark Ballas,27,-0.8562287586588933,21,0.27951741197412217,2,18,Mark Ballas,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,28.499977777777776,9
Carlos PenaVega,21,Witney Carson,26,-0.9288753341114111,21,0.27951741197412217,2,38,Witney Carson,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,29.454527272727272,11
Victor Espinoza,21,Karina Smirnoff,43,0.30611644858139364,21,0.27951741197412217,2,12,Karina Smirnoff,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,16.75,2
Alek Skarlatos,21,Lindsay Arnold,22,-1.219461635921483,21,0.27951741197412217,2,31,Lindsay Arnold,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,26.727263636363638,11
Chaka Khan,21,Keo Motsepe,62,1.6864013821792343,21,0.27951741197412217,2,41,Keo Motsepe,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13,14.0,2
Andy Grammer,21,Allison Holker,31,-0.5656424568488215,21,0.27951741197412217,2,39,Allison Holker,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,27.874975,8
Tamar Braxton,21,Valentin Chmerkovskiy,38,-0.05711642868119598,21,0.27951741197412217,2,28,Valentin Chmerkovskiy,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,28.444444444444443,9
Nick Carter,21,Sharna Burgess,35,-0.27505615503874975,21,0.27951741197412217,2,32,Sharna Burgess,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,29.818181818181817,11
Hayes Grier,21,Emma Slater,15,-1.7279876640891083,21,0.27951741197412217,2,34,Emma Slater,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8,27.214285714285715,7
Bindi Irwin,21,Derek Hough,17,-1.5826945131840724,21,0.27951741197412217,2,19,Derek Hough,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,30.318181818181817,11
Kim Zolciak-Biermann,21,Tony Dovolani,37,-0.12976300413371392,21,0.27951741197412217,2,8,Tony Dovolani,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11,15.25,2
Paula Deen,21,Louis van Amstel,68,2.122280834894342,21,0.27951741197412217,2,5,Louis van Amstel,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,20.25,6
Mischa Barton,22,Artem Chigvintsev,30,-0.6382890323013394,22,0.38229193637683434,2,40,Artem Chigvintsev,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,16.333333333333332,3
Kim Fields,22,Sasha Farber,46,0.5240561749389474,22,0.38229193637683434,2,35,Sasha Farber,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,24.428571428571427,7
Jodie Sweetin,22,Keo Motsepe,34,-0.3477027304912677,22,0.38229193637683434,2,41,Keo Motsepe,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,25.8125,8
Doug Flutie,22,Karina Smirnoff,53,1.032582203106573,22,0.38229193637683434,2,12,Karina Smirnoff,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,21.333333333333332,6
Von Miller,22,Witney Carson,27,-0.8562287586588933,22,0.38229193637683434,2,38,Witney Carson,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,24.571428571428573,7
Antonio Brown,22,Sharna Burgess,27,-0.8562287586588933,22,0.38229193637683434,2,32,Sharna Burgess,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,25.38888888888889,9
Paige VanZant,22,Mark Ballas,22,-1.219461635921483,22,0.38229193637683434,2,18,Mark Ballas,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,27.76666,10
Geraldo Rivera,22,Edyta Sliwinska,72,2.4128671367044134,22,0.38229193637683434,2,2,Edyta Sliwinska,22,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,13.0,2
Nyle DiMarco,22,Peta Murgatroyd,26,-0.9288753341114111,22,0.38229193637683434,2,29,Peta Murgatroyd,22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,27.84998,10
Ginger Zee,22,Valentin Chmerkovskiy,35,-0.27505615503874975,22,0.38229193637683434,2,28,Valentin Chmerkovskiy,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,27.083319999999997,10
Wanya Morris,22,Lindsay Arnold,42,0.23346987312887574,22,0.38229193637683434,2,31,Lindsay Arnold,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,27.5,9
Marla Maples,22,Tony Dovolani,52,0.959935627654055,22,0.38229193637683434,2,8,Tony Dovolani,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,22.5,4
Jake T. Austin,23,Jenna Johnson,21,-1.2921082113740008,23,0.48506646077954657,2,42,Jenna Johnson,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,23.0,2
Maureen McCormick,23,Artem Chigvintsev,60,1.5411082312741984,23,0.48506646077954657,2,40,Artem Chigvintsev,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,26.857142857142858,7
Marilu Henner,23,Derek Hough,64,1.8316945330842702,23,0.48506646077954657,2,19,Derek Hough,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,28.333333333333332,9
Ryan Lochte,23,Cheryl Burke,32,-0.49299588139630357,23,0.48506646077954657,2,10,Cheryl Burke,23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,26.0,8
Calvin Johnson Jr.,23,Lindsay Arnold,30,-0.6382890323013394,23,0.48506646077954657,2,31,Lindsay Arnold,23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,30.939372727272726,11
Laurie Hernandez,23,Valentin Chmerkovskiy,16,-1.6553410886365905,23,0.48506646077954657,2,28,Valentin Chmerkovskiy,23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,32.98483636363637,11
Amber Rose,23,Maksim Chmerkoskiy,32,-0.49299588139630357,23,0.48506646077954657,2,7,Maksim Chmerkoskiy,23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,24.833333333333332,6
Rick Perry,23,Emma Slater,66,1.9769876839893061,23,0.48506646077954657,2,34,Emma Slater,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12,21.666666666666668,3
James Hinchcliffe,23,Sharna Burgess,29,-0.7109356077538573,23,0.48506646077954657,2,32,Sharna Burgess,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,32.772690909090905,11
Babyface,23,Allison Holker,57,1.3231685049166446,23,0.48506646077954657,2,39,Allison Holker,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,24.75,4
Vanilla Ice,23,Witney Carson,48,0.6693493258439833,23,0.48506646077954657,2,38,Witney Carson,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,24.25,4
Jana Kramer,23,Gleb Savchenko,32,-0.49299588139630357,23,0.48506646077954657,2,33,Gleb Savchenko,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,30.90909090909091,11
Terra Jole,23,Sasha Farber,36,-0.20240957958623185,23,0.48506646077954657,2,35,Sasha Farber,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,29.45,10
Charo,24,Keo Motsepe,66,1.9769876839893061,24,0.5878409851822588,2,41,Keo Motsepe,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,23.333333333333332,3
Mr. T,24,Kym Herjavec,64,1.8316945330842702,24,0.5878409851822588,2,43,Kym Herjavec,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,23.5,4
Heather Morris,24,Maksim Chmerkoskiy,30,-0.6382890323013394,24,0.5878409851822588,2,7,Maksim Chmerkoskiy,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,32.833333333333336,6
Nancy Kerrigan,24,Artem Chigvintsev,47,0.5967027503914654,24,0.5878409851822588,2,40,Artem Chigvintsev,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,32.5,7
Bonner Bolton,24,Sharna Burgess,29,-0.7109356077538573,24,0.5878409851822588,2,32,Sharna Burgess,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,28.4375,8
Simone Biles,24,Sasha Farber,20,-1.3647547868265186,24,0.5878409851822588,2,35,Sasha Farber,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,35.166666666666664,9
David Ross,24,Lindsay Arnold,40,0.08817672222383988,24,0.5878409851822588,2,31,Lindsay Arnold,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,31.28333,10
Rashad Jennings,24,Emma Slater,32,-0.49299588139630357,24,0.5878409851822588,2,34,Emma Slater,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,35.16666,10
Chris Kattan,24,Witney Carson,46,0.5240561749389474,24,0.5878409851822588,2,38,Witney Carson,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,19.5,2
Erika Jayne,24,Gleb Savchenko,45,0.4514095994864295,24,0.5878409851822588,2,33,Gleb Savchenko,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,28.0,5
Normani,24,Valentin Chmerkovskiy,20,-1.3647547868265186,24,0.5878409851822588,2,28,Valentin Chmerkovskiy,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,35.883320000000005,10
Nick Viall,24,Peta Murgatroyd,36,-0.20240957958623185,24,0.5878409851822588,2,29,Peta Murgatroyd,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,29.071428571428573,7
Sasha Pieterse,25,Gleb Savchenko,21,-1.2921082113740008,25,0.690615509584971,2,33,Gleb Savchenko,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,21.5,5
Frankie Muniz,25,Witney Carson,31,-0.5656424568488215,25,0.690615509584971,2,38,Witney Carson,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,26.888869999999997,10
Jordan Fisher,25,Lindsay Arnold,23,-1.1468150604689649,25,0.690615509584971,2,31,Lindsay Arnold,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,29.5,10
Derek Fisher,25,Sharna Burgess,43,0.30611644858139364,25,0.690615509584971,2,32,Sharna Burgess,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,20.25,4
Nikki Bella,25,Artem Chigvintsev,33,-0.4203493059437856,25,0.690615509584971,2,40,Artem Chigvintsev,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,24.5,7
Terrell Owens,25,Cheryl Burke,43,0.30611644858139364,25,0.690615509584971,2,10,Cheryl Burke,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,23.9375,8
Victoria Arlen,25,Valentin Chmerkovskiy,22,-1.219461635921483,25,0.690615509584971,2,28,Valentin Chmerkovskiy,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,25.38888888888889,9
Barbara Corcoran,25,Keo Motsepe,68,2.122280834894342,25,0.690615509584971,2,41,Keo Motsepe,25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,15.5,2
Lindsey Stirling,25,Mark Ballas,31,-0.5656424568488215,25,0.690615509584971,2,18,Mark Ballas,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,28.65,10
Debbie Gibson,25,Alan Bersten,47,0.5967027503914654,25,0.690615509584971,2,44,Alan Bersten,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,18.75,2
Nick Lachey,25,Peta Murgatroyd,43,0.30611644858139364,25,0.690615509584971,2,29,Peta Murgatroyd,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,21.333333333333332,6
Drew Scott,25,Emma Slater,39,0.015530146771321949,25,0.690615509584971,2,34,Emma Slater,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,25.2,10
Vanessa Lachey,25,Maksim Chmerkoskiy,36,-0.20240957958623185,25,0.690615509584971,2,7,Maksim Chmerkoskiy,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,25.5,7
Jamie Anderson,26,Artem Chigvintsev,27,-0.8562287586588933,26,0.7933900339876832,2,40,Artem Chigvintsev,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,19.0,1
Johnny Damon,26,Emma Slater,44,0.3787630240339116,26,0.7933900339876832,2,34,Emma Slater,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,18.0,1
Kareem Abdul-Jabbar,26,Lindsay Arnold,71,2.3402205612518956,26,0.7933900339876832,2,31,Lindsay Arnold,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,23.25,2
Arike Ogunbowale,26,Gleb Savchenko,21,-1.2921082113740008,26,0.7933900339876832,2,33,Gleb Savchenko,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,27.5,2
Jennie Finch Daigle,26,Keo Motsepe,37,-0.12976300413371392,26,0.7933900339876832,2,41,Keo Motsepe,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,27.166666666666668,3
Chris Mazdzer,26,Witney Carson,29,-0.7109356077538573,26,0.7933900339876832,2,38,Witney Carson,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,29.0,3
Mirai Nagasu,26,Alan Bersten,25,-1.0015219095639292,26,0.7933900339876832,2,44,Alan Bersten,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,31.666666666666668,3
Tonya Harding,26,Sasha Farber,47,0.5967027503914654,26,0.7933900339876832,2,35,Sasha Farber,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,29.75,4
Josh Norman,26,Sharna Burgess,30,-0.6382890323013394,26,0.7933900339876832,2,32,Sharna Burgess,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,30.5,4
Adam Rippon,26,Jenna Johnson,28,-0.7835821832063753,26,0.7933900339876832,2,42,Jenna Johnson,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,32.75,4
Juan Pablo Di Pace,27,Cheryl Burke,39,0.015530146771321949,27,0.8961645583903953,2,10,Cheryl Burke,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,27.375,8
Evanna Lynch,27,Keo Motsepe,27,-0.8562287586588933,27,0.8961645583903953,2,41,Keo Motsepe,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,26.055555555555557,9
Nancy McKeon,27,Valentin Chmerkovskiy,52,0.959935627654055,27,0.8961645583903953,2,28,Valentin Chmerkovskiy,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,20.666666666666668,3
John Schneider,27,Emma Slater,58,1.3958150803691627,27,0.8961645583903953,2,34,Emma Slater,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,21.642857142857142,7
Milo Manheim,27,Witney Carson,17,-1.5826945131840724,27,0.8961645583903953,2,38,Witney Carson,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,27.27777777777778,9
Danelle Umstead,27,Artem Chigvintsev,46,0.5240561749389474,27,0.8961645583903953,2,40,Artem Chigvintsev,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,18.25,2
Mary Lou Retton,27,Sasha Farber,50,0.8146424767490191,27,0.8961645583903953,2,35,Sasha Farber,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,23.666666666666668,6
DeMarcus Ware,27,Lindsay Arnold,36,-0.20240957958623185,27,0.8961645583903953,2,31,Lindsay Arnold,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,24.714285714285715,7
Nikki Glaser,27,Gleb Savchenko,34,-0.3477027304912677,27,0.8961645583903953,2,33,Gleb Savchenko,27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,17.5,1
Bobby Bones,27,Sharna Burgess,38,-0.05711642868119598,27,0.8961645583903953,2,32,Sharna Burgess,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,22.38888888888889,9
Tinashe,27,Brandon Armstrong,25,-1.0015219095639292,27,0.8961645583903953,2,45,Brandon Armstrong,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,25.5,4
Alexis Ren,27,Alan Bersten,21,-1.2921082113740008,27,0.8961645583903953,2,44,Alan Bersten,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,26.5,9
Joe Amabile,27,Jenna Johnson,32,-0.49299588139630357,27,0.8961645583903953,2,42,Jenna Johnson,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,18.75,8
Kate Flannery,28,Pasha Pashkov,55,1.177875354011609,28,0.9989390827931075,3,46,Pasha Pashkov,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,23.374975,8
James Van Der Beek,28,Emma Slater,42,0.23346987312887574,28,0.9989390827931075,3,34,Emma Slater,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,26.549979999999998,10
Kel Mitchell,28,Witney Carson,41,0.1608232976763578,28,0.9989390827931075,3,38,Witney Carson,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,26.409072727272726,11
Ray Lewis,28,Cheryl Burke,44,0.3787630240339116,28,0.9989390827931075,3,10,Cheryl Burke,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,15.0,2
Lamar Odom,28,Peta Murgatroyd,39,0.015530146771321949,28,0.9989390827931075,3,29,Peta Murgatroyd,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,13.75,4
Sailor Brinkley-Cook,28,Valentin Chmerkovskiy,21,-1.2921082113740008,28,0.9989390827931075,3,28,Valentin Chmerkovskiy,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,23.5,6
Sean Spicer,28,Lindsay Arnold,48,0.6693493258439833,28,0.9989390827931075,3,31,Lindsay Arnold,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,18.88888888888889,9
Mary Wilson,28,Brandon Armstrong,75,2.6308068630619674,28,0.9989390827931075,3,45,Brandon Armstrong,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,16.0,2
Lauren Alaina,28,Gleb Savchenko,24,-1.074168485016447,28,0.9989390827931075,3,33,Gleb Savchenko,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,25.5,11
Ally Brooke,28,Sasha Farber,26,-0.9288753341114111,28,0.9989390827931075,3,35,Sasha Farber,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,27.318181818181817,11
Karamo Brown,28,Jenna Johnson,38,-0.05711642868119598,28,0.9989390827931075,3,42,Jenna Johnson,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,21.5,7
Hannah Brown,28,Alan Bersten,24,-1.074168485016447,28,0.9989390827931075,3,44,Alan Bersten,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,26.77270909090909,11
Anne Heche,29,Keo Motsepe,51,0.8872890522015371,29,1.1017136071958198,3,41,Keo Motsepe,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,18.0,4
Jesse Metcalfe,29,Sharna Burgess,41,0.1608232976763578,29,1.1017136071958198,3,32,Sharna Burgess,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,19.6,5
Chrishell Stause,29,Gleb Savchenko,39,0.015530146771321949,29,1.1017136071958198,3,33,Gleb Savchenko,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,21.375,8
Skai Jackson,29,Alan Bersten,18,-1.5100479377315545,29,1.1017136071958198,3,44,Alan Bersten,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,23.54996,10
Justina Machado,29,Sasha Farber,48,0.6693493258439833,29,1.1017136071958198,3,35,Sasha Farber,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,25.090872727272725,11
Charles Oakley,29,Emma Slater,56,1.2505219294641268,29,1.1017136071958198,3,34,Emma Slater,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,13.5,2
Veron Davis,29,Peta Murgatroyd,36,-0.20240957958623185,29,1.1017136071958198,3,29,Peta Murgatroyd,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,20.166666666666668,6
Johnny Weir,29,Britt Stewart,36,-0.20240957958623185,29,1.1017136071958198,3,47,Britt Stewart,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,25.05,10
Nev Schulman,29,Jenna Johnson,35,-0.27505615503874975,29,1.1017136071958198,3,42,Jenna Johnson,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,26.363618181818183,11
