celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,judge_count,max_score,voting_rule,voting_phase,elimination_week,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,last_valid_week,partner_id,avg_score_all_weeks,score_trend
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,1,18.9999,6.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,3,18.9999,0.0
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,8,31.999899999999997,10.666633333333332,27.0,9.0,21.0,7.0,18.0,6.0,24.0,8.0,32.9998,10.999933333333333,26.5,8.833333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,,8,12,25.8124625,-0.11309404761904765
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,3,30,percent,2,10,30.999899999999997,10.3333,27.0,9.0,27.0,9.0,28.0,9.333333333333334,27.0,9.0,33.0,11.0,24.5,8.166666666666666,29.5,9.833333333333334,28.9999,9.666633333333333,28.333199999999998,9.4444,0.0,,10,25,28.433299999999996,-0.012127272727272268
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,3,30,percent,2,99,29.999899999999997,9.999966666666666,25.0,8.333333333333334,21.0,7.0,24.0,8.0,29.0,9.666666666666666,30.999899999999997,10.3333,26.0,8.666666666666666,25.0,8.333333333333334,24.666600000000003,8.2222,28.9998,9.6666,0.0,,10,14,26.46662,0.10100121212121334
Kelly Osbourne,Louis van Amstel,Tv Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,3,30,percent,2,9,30.9998,10.333266666666667,19.0,6.333333333333333,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,24.9998,8.333266666666667,26.0,8.666666666666666,25.5,8.5,25.9998,8.6666,25.2222,8.4074,0.0,,10,5,24.472159999999995,0.20909090909090877
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,4,15.0,5.0,19.0,6.333333333333333,20.0,6.666666666666667,16.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,2,17.625,0.5500000000000009
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,2,18.0,6.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18,19.0,1.9999999999999953
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,8,18.0,6.0,21.0,7.0,21.0,7.0,18.0,6.0,18.0,6.0,25.9998,8.6666,24.5,8.166666666666666,21.5,7.166666666666667,0.0,0.0,0.0,0.0,0.0,,8,5,20.999975,0.6785642857142847
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,3,14.0,4.666666666666667,12.0,4.0,13.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,4,13.0,-0.4999999999999987
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,9,18.0,6.0,16.0,5.333333333333333,20.0,6.666666666666667,22.0,7.333333333333333,18.0,6.0,30.999899999999997,10.3333,26.0,8.666666666666666,22.5,7.5,26.0,8.666666666666666,0.0,0.0,0.0,,9,10,22.166655555555554,1.2083316666666668
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,3,30,percent,2,10,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,27.0,9.0,27.0,9.0,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,26.888699999999996,8.9629,0.0,,10,9,26.288869999999996,0.47877757575757607
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,7,21.0,7.0,22.0,7.333333333333333,21.0,7.0,23.5,7.833333333333333,21.0,7.0,29.9998,9.999933333333333,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,27,23.428542857142855,1.053557142857142
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,3,30,percent,2,99,25.0,8.333333333333334,28.0,9.333333333333334,23.0,7.666666666666667,25.0,8.333333333333334,29.0,9.666666666666666,35.9999,11.999966666666666,27.0,9.0,29.5,9.833333333333334,29.5,9.833333333333334,28.7777,9.592566666666666,0.0,,10,19,28.07776,0.545449696969698
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,3,30,percent,2,9,21.0,7.0,23.0,7.666666666666667,23.0,7.666666666666667,19.5,6.5,22.0,7.333333333333333,34.0,11.333333333333334,25.5,8.5,26.5,8.833333333333334,28.0,9.333333333333334,26.9998,8.999933333333333,0.0,,10,7,24.94998,0.8272618181818187
Kate Gosselin,Tony Dovolani,Tv Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,5,16.0,5.333333333333333,15.0,5.0,15.0,5.0,16.0,5.333333333333333,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,8,15.4,-0.10000000000000218
Jake Pavelka,Chelsie Hightower,Tv Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,6,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,23.0,7.666666666666667,24.999899999999997,8.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,24,21.333316666666665,0.914271428571427
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,1,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,14,15.0,0.0
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,5,18.0,6.0,19.0,6.333333333333333,20.0,6.666666666666667,17.5,5.833333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,22,19.1,0.44999999999999996
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,3,30,percent,2,10,23.0,7.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,20.0,6.666666666666667,29.999899999999997,9.999966666666666,33.5,8.375,28.0,9.333333333333334,29.0,9.666666666666666,27.333199999999998,9.111066666666666,0.0,,10,23,25.58331,0.990901212121212
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,3,30,percent,2,99,24.0,8.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,25.0,8.333333333333334,29.0,9.666666666666666,36.5,9.125,28.5,9.5,30.0,10.0,30.0,10.0,0.0,,10,19,27.9,0.8969696969696979
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,7,22.0,7.333333333333333,21.0,7.0,24.0,8.0,19.5,6.5,24.0,8.0,30.0,10.0,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,10,25.0,1.982142857142857
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,8,19.0,6.333333333333333,21.0,7.0,23.0,7.666666666666667,17.0,5.666666666666667,24.0,8.0,21.9999,7.3333,35.0,8.75,24.0,8.0,0.0,0.0,0.0,0.0,0.0,,8,9,23.1249875,1.2976154761904755
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,3,15.0,5.0,18.0,6.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,5,17.0,1.500000000000002
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,2,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,24,14.0,-3.999999999999999
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,3,30,percent,2,9,23.0,7.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,35.9999,11.999966666666666,36.5,9.125,28.5,9.5,28.5,9.5,0.0,0.0,0.0,,9,7,27.6111,1.3583316666666674
The Situation,Karina Smirnoff,Tv Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,4,15.0,5.0,18.0,6.0,20.0,6.666666666666667,14.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,12,16.75,-0.09999999999999927
Audrina Patridge,Tony Dovolani,Tv Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,6,19.0,6.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,23.0,7.666666666666667,23.0,7.666666666666667,31.9998,10.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,8,24.333299999999998,1.7713999999999992
Bristol Palin,Mark Ballas,Tv Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,3,30,percent,2,9,18.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,16.0,5.333333333333333,18.0,6.0,27.9998,9.333266666666667,32.5,8.125,23.5,7.833333333333333,26.5,8.833333333333334,25.666600000000003,8.555533333333335,0.0,,10,18,22.91664,1.1060557575757577
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,9,24.0,8.0,21.0,7.0,21.0,7.0,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,33.0,8.25,23.0,7.666666666666667,24.0,8.0,0.0,0.0,0.0,,9,12,24.11111111111111,0.4833333333333354
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,3,30,percent,2,9,21.0,7.0,18.0,6.0,23.0,7.666666666666667,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,32.0,8.0,27.5,9.166666666666666,36.5,12.166666666666666,29.666600000000003,9.888866666666667,0.0,,10,18,26.76666,1.5151478787878794
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,3,30,percent,2,10,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,30.0,7.5,26.5,8.833333333333334,27.0,9.0,27.999899999999997,9.3333,0.0,,10,7,24.64999,0.8999945454545446
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,3,30,percent,2,99,21.0,7.0,23.0,7.666666666666667,25.0,8.333333333333334,25.0,8.333333333333334,27.0,9.0,27.0,9.0,33.0,8.25,27.0,9.0,30.0,10.0,29.666600000000003,9.888866666666667,0.0,,10,14,26.76666,0.9757539393939395
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,4,17.0,5.666666666666667,17.0,5.666666666666667,20.0,6.666666666666667,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,9,18.75,1.5000000000000002
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,6,19.0,6.333333333333333,23.0,7.666666666666667,21.0,7.0,23.0,7.666666666666667,26.0,8.666666666666666,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,10,22.333333333333332,0.7428571428571435
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,5,18.0,6.0,18.0,6.0,25.0,8.333333333333334,23.0,7.666666666666667,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,25,21.2,1.2999999999999983
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,2,13.0,4.333333333333333,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,23,15.0,3.999999999999997
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,8,19.0,6.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,23.0,7.666666666666667,26.0,8.666666666666666,28.0,9.333333333333334,30.0,7.5,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,,8,24,24.375,1.3214285714285703
Wendy Williams,Tony Dovolani,Tv Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,3,14.0,4.666666666666667,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,8,15.333333333333334,0.5000000000000013
Kendra Wilkinson,Louis van Amstel,Tv Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,7,18.0,6.0,19.0,6.333333333333333,23.0,7.666666666666667,18.0,6.0,22.0,7.333333333333333,25.0,8.333333333333334,30.5,7.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,5,22.214285714285715,1.7321428571428572
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,2,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,28,18.0,5.999999999999999
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,30,percent,2,7,18.0,6.0,18.0,6.0,24.0,8.0,23.0,7.666666666666667,25.0,8.333333333333334,23.0,7.666666666666667,23.5,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,14,22.071428571428573,0.9821428571428577
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,3,30,percent,2,9,20.0,6.666666666666667,23.0,7.666666666666667,27.0,9.0,29.0,9.666666666666666,24.0,8.0,29.0,9.666666666666666,26.5,8.833333333333334,26.0,8.666666666666666,33.4999,11.166633333333332,27.999899999999997,9.3333,0.0,,10,19,26.59998,0.8363539393939392
