celebrity_name,season,week,voting_rule_phase,judge_count,weekly_total,weekly_avg,is_eliminated_this_week,placement
Chaz Bono,13,1,2,4,17.0,5.666666666666667,0,7
Chaz Bono,13,2,2,4,17.0,5.666666666666667,0,7
Chaz Bono,13,3,2,4,18.0,6.0,0,7
Chaz Bono,13,4,2,4,21.0,7.0,0,7
Chaz Bono,13,5,2,4,21.0,7.0,0,7
Chaz Bono,13,6,2,4,19.0,6.333333333333333,1,7
Nancy Grace,13,1,2,4,16.0,5.333333333333333,0,5
Nancy Grace,13,2,2,4,21.0,7.0,0,5
Nancy Grace,13,3,2,4,21.0,7.0,0,5
Nancy Grace,13,4,2,4,21.0,7.0,0,5
Nancy Grace,13,5,2,4,22.0,7.333333333333333,0,5
Nancy Grace,13,6,2,4,24.0,8.0,0,5
Nancy Grace,13,7,2,4,22.0,7.333333333333333,0,5
Nancy Grace,13,8,2,4,22.0,7.333333333333333,1,5
Rob Kardashian,13,1,2,4,16.0,5.333333333333333,0,2
Rob Kardashian,13,2,2,4,21.0,7.0,0,2
Rob Kardashian,13,3,2,4,24.0,8.0,0,2
Rob Kardashian,13,4,2,4,24.0,8.0,0,2
Rob Kardashian,13,5,2,4,25.0,8.333333333333334,0,2
Rob Kardashian,13,6,2,4,22.0,7.333333333333333,0,2
Rob Kardashian,13,7,2,4,25.5,8.5,0,2
Rob Kardashian,13,8,2,4,25.5,8.5,0,2
Rob Kardashian,13,9,2,4,32.4998,10.833266666666667,0,2
Rob Kardashian,13,10,2,4,28.333199999999998,9.4444,0,2
William Levy,14,1,2,4,24.0,8.0,0,3
William Levy,14,2,2,4,25.0,8.333333333333334,0,3
William Levy,14,3,2,4,28.0,9.333333333333334,0,3
William Levy,14,4,2,4,22.0,7.333333333333333,0,3
William Levy,14,5,2,4,29.0,9.666666666666666,0,3
William Levy,14,6,2,4,36.0,12.0,0,3
William Levy,14,7,2,4,26.5,8.833333333333334,0,3
William Levy,14,8,2,4,28.5,9.5,0,3
William Levy,14,9,2,4,29.0,9.666666666666666,0,3
William Levy,14,10,2,4,29.666600000000003,9.888866666666667,0,3
Jack Wagner,14,1,2,4,23.0,7.666666666666667,0,11
Jack Wagner,14,2,2,4,21.0,7.0,0,11
Jack Wagner,14,3,2,4,24.0,8.0,1,11
Sherri Sheperd,14,1,2,4,23.0,7.666666666666667,0,10
Sherri Sheperd,14,2,2,4,23.0,7.666666666666667,0,10
Sherri Sheperd,14,3,2,4,24.0,8.0,0,10
Sherri Sheperd,14,4,2,4,21.0,7.0,1,10
Jaleel White,14,1,2,4,26.0,8.666666666666666,0,7
Jaleel White,14,2,2,4,22.0,7.333333333333333,0,7
Jaleel White,14,3,2,4,25.0,8.333333333333334,0,7
Jaleel White,14,4,2,4,22.0,7.333333333333333,0,7
Jaleel White,14,5,2,4,24.0,8.0,0,7
Jaleel White,14,6,2,4,36.9998,12.333266666666667,0,7
Jaleel White,14,7,2,4,25.5,8.5,1,7
Roshon Fegan,14,1,2,4,23.0,7.666666666666667,0,6
Roshon Fegan,14,2,2,4,26.0,8.666666666666666,0,6
Roshon Fegan,14,3,2,4,25.0,8.333333333333334,0,6
Roshon Fegan,14,4,2,4,26.0,8.666666666666666,0,6
Roshon Fegan,14,5,2,4,26.0,8.666666666666666,0,6
Roshon Fegan,14,6,2,4,27.9998,9.333266666666667,0,6
Roshon Fegan,14,7,2,4,26.0,8.666666666666666,0,6
Roshon Fegan,14,8,2,4,28.0,9.333333333333334,1,6
Melissa Gilbert,14,1,2,4,20.0,6.666666666666667,0,5
Melissa Gilbert,14,2,2,4,20.0,6.666666666666667,0,5
Melissa Gilbert,14,3,2,4,24.0,8.0,0,5
Melissa Gilbert,14,4,2,4,22.0,7.333333333333333,0,5
Melissa Gilbert,14,5,2,4,21.0,7.0,0,5
Melissa Gilbert,14,6,2,4,30.0,10.0,0,5
Melissa Gilbert,14,7,2,4,23.5,7.833333333333333,0,5
Melissa Gilbert,14,8,2,4,25.5,8.5,1,5
Martina Navratilova,14,1,2,4,20.0,6.666666666666667,0,12
Martina Navratilova,14,2,2,4,17.0,5.666666666666667,1,12
Donald Driver,14,1,2,4,21.0,7.0,0,1
Donald Driver,14,2,2,4,24.0,8.0,0,1
Donald Driver,14,3,2,4,26.0,8.666666666666666,0,1
Donald Driver,14,4,2,4,27.0,9.0,0,1
Donald Driver,14,5,2,4,27.0,9.0,0,1
Donald Driver,14,6,2,4,33.9999,11.3333,0,1
Donald Driver,14,7,2,4,26.5,8.833333333333334,0,1
Donald Driver,14,8,2,4,27.5,9.166666666666666,0,1
Donald Driver,14,9,2,4,28.5,9.5,0,1
Donald Driver,14,10,2,4,29.666600000000003,9.888866666666667,0,1
Gavin DeGraw,14,1,2,4,20.0,6.666666666666667,0,9
Gavin DeGraw,14,2,2,4,21.0,7.0,0,9
Gavin DeGraw,14,3,2,4,24.0,8.0,0,9
Gavin DeGraw,14,4,2,4,23.0,7.666666666666667,0,9
Gavin DeGraw,14,5,2,4,19.0,6.333333333333333,1,9
Gladys Knight,14,1,2,4,23.0,7.666666666666667,0,8
Gladys Knight,14,2,2,4,19.0,6.333333333333333,0,8
Gladys Knight,14,3,2,4,24.0,8.0,0,8
Gladys Knight,14,4,2,4,20.0,6.666666666666667,0,8
Gladys Knight,14,5,2,4,22.0,7.333333333333333,0,8
Gladys Knight,14,6,2,4,24.0,8.0,1,8
Katherine Jenkins,14,1,2,4,26.0,8.666666666666666,0,2
Katherine Jenkins,14,2,2,4,26.0,8.666666666666666,0,2
Katherine Jenkins,14,3,2,4,29.0,9.666666666666666,0,2
Katherine Jenkins,14,4,2,4,24.0,8.0,0,2
Katherine Jenkins,14,5,2,4,29.0,9.666666666666666,0,2
Katherine Jenkins,14,6,2,4,38.9999,12.999966666666666,0,2
Katherine Jenkins,14,7,2,4,27.0,9.0,0,2
Katherine Jenkins,14,8,2,4,27.5,9.166666666666666,0,2
Katherine Jenkins,14,9,2,4,28.0,9.333333333333334,0,2
Katherine Jenkins,14,10,2,4,30.0,10.0,0,2
Maria Menounos,14,1,2,4,21.0,7.0,0,4
Maria Menounos,14,2,2,4,25.0,8.333333333333334,0,4
Maria Menounos,14,3,2,4,27.0,9.0,0,4
Maria Menounos,14,4,2,4,26.0,8.666666666666666,0,4
Maria Menounos,14,5,2,4,27.0,9.0,0,4
Maria Menounos,14,6,2,4,29.999899999999997,9.999966666666666,0,4
Maria Menounos,14,7,2,4,28.5,9.5,0,4
Maria Menounos,14,8,2,4,26.5,8.833333333333334,0,4
Maria Menounos,14,9,2,4,29.5,9.833333333333334,1,4
Gilles Marini,15,1,2,4,24.0,8.0,0,6
Gilles Marini,15,2,2,4,25.5,8.5,0,6
Gilles Marini,15,3,2,4,25.5,8.5,0,6
Gilles Marini,15,4,2,4,39.5,9.875,0,6
Gilles Marini,15,5,2,4,28.25,9.416666666666666,0,6
Gilles Marini,15,6,2,4,27.5,9.166666666666666,0,6
Gilles Marini,15,7,2,4,33.4998,11.1666,0,6
Gilles Marini,15,8,2,4,29.2777,9.759233333333333,1,6
Sabrina Bryan,15,1,2,4,22.5,7.5,0,8
Sabrina Bryan,15,2,2,4,26.0,8.666666666666666,0,8
Sabrina Bryan,15,3,2,4,25.5,8.5,0,8
Sabrina Bryan,15,4,2,4,35.5,8.875,0,8
Sabrina Bryan,15,5,2,4,29.25,9.75,0,8
Sabrina Bryan,15,6,2,4,30.0,10.0,1,8
Kirstie Alley,15,1,2,4,19.0,6.333333333333333,0,7
Kirstie Alley,15,2,2,4,21.0,7.0,0,7
Kirstie Alley,15,3,2,4,24.0,8.0,0,7
Kirstie Alley,15,4,2,4,30.0,7.5,0,7
Kirstie Alley,15,5,2,4,26.25,8.75,0,7
Kirstie Alley,15,6,2,4,27.5,9.166666666666666,0,7
Kirstie Alley,15,7,2,4,27.999899999999997,9.3333,0,7
Kirstie Alley,15,8,2,4,25.5,8.5,1,7
Kelly Monaco,15,1,2,4,21.5,7.166666666666667,0,3
Kelly Monaco,15,2,2,4,22.0,7.333333333333333,0,3
Kelly Monaco,15,3,2,4,27.0,9.0,0,3
Kelly Monaco,15,4,2,4,37.5,9.375,0,3
Kelly Monaco,15,5,2,4,25.75,8.583333333333334,0,3
Kelly Monaco,15,6,2,4,27.0,9.0,0,3
Kelly Monaco,15,7,2,4,36.0,12.0,0,3
Kelly Monaco,15,8,2,4,28.3333,9.444433333333334,0,3
Kelly Monaco,15,9,2,4,27.110999999999997,9.036999999999999,0,3
Kelly Monaco,15,10,2,4,29.1109,9.703633333333334,0,3
Apolo Anton Ohno,15,1,2,4,22.0,7.333333333333333,0,5
Apolo Anton Ohno,15,2,2,4,24.5,8.166666666666666,0,5
Apolo Anton Ohno,15,3,2,4,25.5,8.5,0,5
Apolo Anton Ohno,15,4,2,4,34.5,8.625,0,5
Apolo Anton Ohno,15,5,2,4,28.25,9.416666666666666,0,5
Apolo Anton Ohno,15,6,2,4,30.0,10.0,0,5
Apolo Anton Ohno,15,7,2,4,33.0,11.0,0,5
Apolo Anton Ohno,15,8,2,4,29.2777,9.759233333333333,0,5
Apolo Anton Ohno,15,9,2,4,28.611,9.537,1,5
Emmitt Smith,15,1,2,4,24.5,8.166666666666666,0,4
Emmitt Smith,15,2,2,4,22.5,7.5,0,4
Emmitt Smith,15,3,2,4,25.0,8.333333333333334,0,4
Emmitt Smith,15,4,2,4,36.0,9.0,0,4
Emmitt Smith,15,5,2,4,28.0,9.333333333333334,0,4
Emmitt Smith,15,6,2,4,26.5,8.833333333333334,0,4
Emmitt Smith,15,7,2,4,34.4999,11.499966666666666,0,4
Emmitt Smith,15,8,2,4,29.0554,9.685133333333333,0,4
Emmitt Smith,15,9,2,4,27.0,9.0,1,4
Shawn Johnson,15,1,2,4,22.0,7.333333333333333,0,2
Shawn Johnson,15,2,2,4,25.0,8.333333333333334,0,2
Shawn Johnson,15,3,2,4,26.5,8.833333333333334,0,2
Shawn Johnson,15,4,2,4,39.5,9.875,0,2
Shawn Johnson,15,5,2,4,28.25,9.416666666666666,0,2
Shawn Johnson,15,6,2,4,28.0,9.333333333333334,0,2
Shawn Johnson,15,7,2,4,37.9998,12.6666,0,2
Shawn Johnson,15,8,2,4,27.8333,9.277766666666666,0,2
Shawn Johnson,15,9,2,4,29.5,9.833333333333334,0,2
Shawn Johnson,15,10,2,4,28.944300000000002,9.648100000000001,0,2
Pamela Anderson,15,1,2,4,17.0,5.666666666666667,1,13
Helio Castroneves,15,1,2,4,21.5,7.166666666666667,0,10
Helio Castroneves,15,2,2,4,23.0,7.666666666666667,0,10
Helio Castroneves,15,3,2,4,25.5,8.5,1,10
Joey Fatone,15,1,2,4,20.5,6.833333333333333,0,12
Joey Fatone,15,2,2,4,22.5,7.5,1,12
Drew Lachey,15,1,2,4,21.5,7.166666666666667,0,11
Drew Lachey,15,2,2,4,22.5,7.5,0,11
Drew Lachey,15,3,2,4,24.0,8.0,1,11
Bristol Palin,15,1,2,4,19.5,6.5,0,9
Bristol Palin,15,2,2,4,18.0,6.0,0,9
Bristol Palin,15,3,2,4,22.5,7.5,0,9
Bristol Palin,15,4,2,4,32.0,8.0,1,9
Melissa Rycroft,15,1,2,4,21.0,7.0,0,1
Melissa Rycroft,15,2,2,4,23.5,7.833333333333333,0,1
Melissa Rycroft,15,3,2,4,27.0,9.0,0,1
Melissa Rycroft,15,4,2,4,37.0,9.25,0,1
Melissa Rycroft,15,5,2,4,28.25,9.416666666666666,0,1
Melissa Rycroft,15,6,2,4,29.5,9.833333333333334,0,1
Melissa Rycroft,15,7,2,4,38.9999,12.999966666666666,0,1
Melissa Rycroft,15,8,2,4,30.0,10.0,0,1
Melissa Rycroft,15,9,2,4,28.7777,9.592566666666666,0,1
Melissa Rycroft,15,10,2,4,29.333099999999998,9.7777,0,1
Ingo Rademacher,16,1,2,4,20.0,6.666666666666667,0,5
Ingo Rademacher,16,2,2,4,20.0,6.666666666666667,0,5
Ingo Rademacher,16,3,2,4,21.0,7.0,0,5
Ingo Rademacher,16,4,2,4,23.0,7.666666666666667,0,5
Ingo Rademacher,16,5,2,4,21.0,7.0,0,5
Ingo Rademacher,16,6,2,4,23.0,7.666666666666667,0,5
Ingo Rademacher,16,7,2,4,25.0,8.333333333333334,0,5
Ingo Rademacher,16,8,2,4,24.0,8.0,0,5
Ingo Rademacher,16,9,2,4,25.5,8.5,1,5
Zendaya,16,1,2,4,24.0,8.0,0,2
Zendaya,16,2,2,4,26.0,8.666666666666666,0,2
Zendaya,16,3,2,4,25.9998,8.6666,0,2
Zendaya,16,4,2,4,26.0,8.666666666666666,0,2
Zendaya,16,5,2,4,29.0,9.666666666666666,0,2
Zendaya,16,6,2,4,25.5,8.5,0,2
Zendaya,16,7,2,4,30.0,10.0,0,2
Zendaya,16,8,2,4,29.0,9.666666666666666,0,2
Zendaya,16,9,2,4,27.5,9.166666666666666,0,2
Zendaya,16,10,2,4,30.0,10.0,0,2
Dorothy Hamill,16,1,2,4,21.0,7.0,0,12
Dorothy Hamill,16,2,2,4,15.0,5.0,0,12
Victor Ortiz,16,1,2,4,18.0,6.0,0,8
Victor Ortiz,16,2,2,4,18.0,6.0,0,8
Victor Ortiz,16,3,2,4,23.0,7.666666666666667,0,8
Victor Ortiz,16,4,2,4,18.0,6.0,0,8
Victor Ortiz,16,5,2,4,21.0,7.0,0,8
Victor Ortiz,16,6,2,4,20.0,6.666666666666667,1,8
Alexandra Raisman,16,1,2,4,21.0,7.0,0,4
Alexandra Raisman,16,2,2,4,24.0,8.0,0,4
Alexandra Raisman,16,3,2,4,23.0,7.666666666666667,0,4
Alexandra Raisman,16,4,2,4,27.0,9.0,0,4
Alexandra Raisman,16,5,2,4,25.0,8.333333333333334,0,4
Alexandra Raisman,16,6,2,4,26.0,8.666666666666666,0,4
Alexandra Raisman,16,7,2,4,32.0,10.666666666666666,0,4
Alexandra Raisman,16,8,2,4,28.0,9.333333333333334,0,4
Alexandra Raisman,16,9,2,4,29.5,9.833333333333334,0,4
Alexandra Raisman,16,10,2,4,29.0,9.666666666666666,1,4
Jacoby Jones,16,1,2,4,20.0,6.666666666666667,0,3
Jacoby Jones,16,2,2,4,23.0,7.666666666666667,0,3
Jacoby Jones,16,3,2,4,25.9998,8.6666,0,3
Jacoby Jones,16,4,2,4,24.0,8.0,0,3
Jacoby Jones,16,5,2,4,26.0,8.666666666666666,0,3
Jacoby Jones,16,6,2,4,22.5,7.5,0,3
Jacoby Jones,16,7,2,4,27.0,9.0,0,3
Jacoby Jones,16,8,2,4,26.0,8.666666666666666,0,3
Jacoby Jones,16,9,2,4,29.5,9.833333333333334,0,3
Jacoby Jones,16,10,2,4,27.999899999999997,9.3333,0,3
D. L. Hughley,16,1,2,4,12.0,4.0,0,9
D. L. Hughley,16,2,2,4,16.0,5.333333333333333,0,9
D. L. Hughley,16,3,2,4,16.0,5.333333333333333,0,9
D. L. Hughley,16,4,2,4,21.0,7.0,0,9
D. L. Hughley,16,5,2,4,18.0,6.0,1,9
Andy Dick,16,1,2,4,17.0,5.666666666666667,0,7
Andy Dick,16,2,2,4,20.0,6.666666666666667,0,7
Andy Dick,16,3,2,4,18.0,6.0,0,7
Andy Dick,16,4,2,4,21.0,7.0,0,7
Andy Dick,16,5,2,4,18.0,6.0,0,7
Andy Dick,16,6,2,4,21.5,7.166666666666667,0,7
Andy Dick,16,7,2,4,17.0,5.666666666666667,1,7
Wynonna Judd,16,1,2,4,18.0,6.0,0,11
Wynonna Judd,16,2,2,4,18.0,6.0,0,11
Wynonna Judd,16,3,2,4,15.0,5.0,1,11
Kellie Pickler,16,1,2,4,21.0,7.0,0,1
Kellie Pickler,16,2,2,4,26.0,8.666666666666666,0,1
Kellie Pickler,16,3,2,4,25.0,8.333333333333334,0,1
Kellie Pickler,16,4,2,4,26.0,8.666666666666666,0,1
Kellie Pickler,16,5,2,4,27.0,9.0,0,1
Kellie Pickler,16,6,2,4,27.0,9.0,0,1
Kellie Pickler,16,7,2,4,29.0,9.666666666666666,0,1
Kellie Pickler,16,8,2,4,27.5,9.166666666666666,0,1
Kellie Pickler,16,9,2,4,29.0,9.666666666666666,0,1
Kellie Pickler,16,10,2,4,30.0,10.0,0,1
Lisa Vanderpump,16,1,2,4,18.0,6.0,0,10
Lisa Vanderpump,16,2,2,4,18.0,6.0,0,10
Lisa Vanderpump,16,3,2,4,21.0,7.0,0,10
Lisa Vanderpump,16,4,2,4,18.0,6.0,1,10
Sean Lowe,16,1,2,4,19.0,6.333333333333333,0,6
Sean Lowe,16,2,2,4,20.0,6.666666666666667,0,6
Sean Lowe,16,3,2,4,21.0,7.0,0,6
Sean Lowe,16,4,2,4,20.0,6.666666666666667,0,6
Sean Lowe,16,5,2,4,24.0,8.0,0,6
Sean Lowe,16,6,2,4,23.0,7.666666666666667,0,6
Sean Lowe,16,7,2,4,24.0,8.0,0,6
Sean Lowe,16,8,2,4,21.0,7.0,1,6
Valerie Harper,17,1,2,4,21.0,7.0,0,10
Valerie Harper,17,2,2,4,19.0,6.333333333333333,0,10
Valerie Harper,17,3,2,4,16.0,5.333333333333333,0,10
Valerie Harper,17,4,2,4,18.0,6.0,1,10
Brant Daugherty,17,1,2,4,22.0,7.333333333333333,0,7
Brant Daugherty,17,2,2,4,23.0,7.666666666666667,0,7
Brant Daugherty,17,3,2,4,27.0,9.0,0,7
Brant Daugherty,17,4,2,4,21.0,7.0,0,7
Brant Daugherty,17,5,2,4,27.0,9.0,0,7
Brant Daugherty,17,6,2,4,31.0,10.333333333333334,0,7
Brant Daugherty,17,7,2,4,28.5,9.5,0,7
Brant Daugherty,17,8,2,4,27.0,9.0,1,7
Elizabeth Berkley Lauren,17,1,2,4,24.0,8.0,0,6
Elizabeth Berkley Lauren,17,2,2,4,25.0,8.333333333333334,0,6
Elizabeth Berkley Lauren,17,3,2,4,25.0,8.333333333333334,0,6
Elizabeth Berkley Lauren,17,4,2,4,27.0,9.0,0,6
Elizabeth Berkley Lauren,17,5,2,4,26.0,8.666666666666666,0,6
Elizabeth Berkley Lauren,17,6,2,4,31.9998,10.6666,0,6
Elizabeth Berkley Lauren,17,7,2,4,27.0,9.0,0,6
Elizabeth Berkley Lauren,17,8,2,4,25.0,8.333333333333334,0,6
Elizabeth Berkley Lauren,17,9,2,4,28.0,9.333333333333334,1,6
Leah Remini,17,1,2,4,21.0,7.0,0,5
Leah Remini,17,2,2,4,24.0,8.0,0,5
Leah Remini,17,3,2,4,24.0,8.0,0,5
Leah Remini,17,4,2,4,24.0,8.0,0,5
Leah Remini,17,5,2,4,22.0,7.333333333333333,0,5
Leah Remini,17,6,2,4,27.999899999999997,9.3333,0,5
Leah Remini,17,7,2,4,26.5,8.833333333333334,0,5
Leah Remini,17,8,2,4,28.0,9.333333333333334,0,5
Leah Remini,17,9,2,4,27.0,9.0,0,5
Leah Remini,17,10,2,4,32.5,8.125,1,5
Corbin Bleu,17,1,2,4,24.0,8.0,0,2
Corbin Bleu,17,2,2,4,26.0,8.666666666666666,0,2
Corbin Bleu,17,3,2,4,26.0,8.666666666666666,0,2
Corbin Bleu,17,4,2,4,27.0,9.0,0,2
Corbin Bleu,17,5,2,4,28.0,9.333333333333334,0,2
Corbin Bleu,17,6,2,4,26.999899999999997,8.999966666666666,0,2
Corbin Bleu,17,7,2,4,29.5,9.833333333333334,0,2
Corbin Bleu,17,8,2,4,30.0,10.0,0,2
Corbin Bleu,17,9,2,4,29.0,9.666666666666666,0,2
Corbin Bleu,17,10,2,4,37.5,9.375,0,2
Corbin Bleu,17,11,2,4,29.6664,9.8888,0,2
Amber Riley,17,1,2,4,27.0,9.0,0,1
Amber Riley,17,2,2,4,24.0,8.0,0,1
Amber Riley,17,3,2,4,24.0,8.0,0,1
Amber Riley,17,4,2,4,27.0,9.0,0,1
Amber Riley,17,5,2,4,26.0,8.666666666666666,0,1
Amber Riley,17,6,2,4,31.999899999999997,10.666633333333332,0,1
Amber Riley,17,7,2,4,29.5,9.833333333333334,0,1
Amber Riley,17,8,2,4,28.0,9.333333333333334,0,1
Amber Riley,17,9,2,4,25.5,8.5,0,1
Amber Riley,17,10,2,4,39.5,9.875,0,1
Amber Riley,17,11,2,4,31.333199999999998,10.4444,0,1
Keyshawn Johnson,17,1,2,4,17.0,5.666666666666667,0,12
Keyshawn Johnson,17,2,2,4,18.0,6.0,1,12
Bill Engvall,17,1,2,4,18.0,6.0,0,4
Bill Engvall,17,2,2,4,21.0,7.0,0,4
Bill Engvall,17,3,2,4,24.0,8.0,0,4
Bill Engvall,17,4,2,4,21.0,7.0,0,4
Bill Engvall,17,5,2,4,24.0,8.0,0,4
Bill Engvall,17,6,2,4,23.9999,7.9999666666666664,0,4
Bill Engvall,17,7,2,4,25.0,8.333333333333334,0,4
Bill Engvall,17,8,2,4,24.0,8.0,0,4
Bill Engvall,17,9,2,4,21.0,7.0,0,4
Bill Engvall,17,10,2,4,30.0,7.5,0,4
Bill Engvall,17,11,2,4,25.499899999999997,8.499966666666666,1,4
Christina Milian,17,1,2,4,22.0,7.333333333333333,0,9
Christina Milian,17,2,2,4,25.0,8.333333333333334,0,9
Christina Milian,17,3,2,4,26.0,8.666666666666666,0,9
Christina Milian,17,4,2,4,24.0,8.0,0,9
Christina Milian,17,5,2,4,28.0,9.333333333333334,1,9
"Nicole ""Snooki"" Polizzi",17,1,2,4,23.0,7.666666666666667,0,8
"Nicole ""Snooki"" Polizzi",17,2,2,4,20.0,6.666666666666667,0,8
"Nicole ""Snooki"" Polizzi",17,3,2,4,25.0,8.333333333333334,0,8
"Nicole ""Snooki"" Polizzi",17,4,2,4,24.0,8.0,0,8
"Nicole ""Snooki"" Polizzi",17,5,2,4,27.0,9.0,0,8
"Nicole ""Snooki"" Polizzi",17,6,2,4,30.0,10.0,0,8
"Nicole ""Snooki"" Polizzi",17,7,2,4,27.0,9.0,1,8
Jack Osbourne,17,1,2,4,23.0,7.666666666666667,0,3
Jack Osbourne,17,2,2,4,24.0,8.0,0,3
Jack Osbourne,17,3,2,4,22.0,7.333333333333333,0,3
Jack Osbourne,17,4,2,4,24.0,8.0,0,3
Jack Osbourne,17,5,2,4,27.0,9.0,0,3
Jack Osbourne,17,6,2,4,26.9998,8.999933333333333,0,3
Jack Osbourne,17,7,2,4,28.5,9.5,0,3
Jack Osbourne,17,8,2,4,30.0,10.0,0,3
Jack Osbourne,17,9,2,4,27.0,9.0,0,3
Jack Osbourne,17,10,2,4,35.5,8.875,0,3
Jack Osbourne,17,11,2,4,27.999899999999997,9.3333,0,3
Bill Nye,17,1,2,4,14.0,4.666666666666667,0,11
Bill Nye,17,2,2,4,17.0,5.666666666666667,0,11
Bill Nye,17,3,2,4,16.0,5.333333333333333,1,11
Billy Dee Williams,18,1,2,4,15.0,5.0,0,10
Billy Dee Williams,18,2,2,4,15.0,5.0,0,10
Danica McKellar,18,1,2,4,24.0,8.0,0,6
Danica McKellar,18,2,2,4,24.0,8.0,0,6
Danica McKellar,18,3,2,4,36.0,9.0,0,6
Danica McKellar,18,4,2,4,32.0,8.0,0,6
Danica McKellar,18,5,2,4,39.0,9.75,0,6
Danica McKellar,18,6,2,4,36.0,9.0,0,6
Danica McKellar,18,7,2,4,36.0,9.0,0,6
Danica McKellar,18,8,2,4,38.0,9.5,1,6
James Maslow,18,1,2,4,21.0,7.0,0,4
James Maslow,18,2,2,4,25.0,8.333333333333334,0,4
James Maslow,18,3,2,4,36.0,9.0,0,4
James Maslow,18,4,2,4,35.0,8.75,0,4
James Maslow,18,5,2,4,40.0,10.0,0,4
James Maslow,18,6,2,4,35.0,8.75,0,4
James Maslow,18,7,2,4,35.0,8.75,0,4
James Maslow,18,8,2,4,36.0,9.0,0,4
James Maslow,18,9,2,4,38.0,9.5,0,4
James Maslow,18,10,2,4,29.0,9.666666666666666,1,4
Candace Cameron Bure,18,1,2,4,25.0,8.333333333333334,0,3
Candace Cameron Bure,18,2,2,4,21.0,7.0,0,3
Candace Cameron Bure,18,3,2,4,32.0,8.0,0,3
Candace Cameron Bure,18,4,2,4,28.0,7.0,0,3
Candace Cameron Bure,18,5,2,4,35.0,8.75,0,3
Candace Cameron Bure,18,6,2,4,32.0,8.0,0,3
Candace Cameron Bure,18,7,2,4,37.0,9.25,0,3
Candace Cameron Bure,18,8,2,4,36.0,9.0,0,3
Candace Cameron Bure,18,9,2,4,36.0,9.0,0,3
Candace Cameron Bure,18,10,2,4,25.9998,8.6666,0,3
Sean Avery,18,1,2,4,20.0,6.666666666666667,0,11
Sean Avery,18,2,2,4,21.0,7.0,1,11
Diana Nyad,18,1,2,4,18.0,6.0,0,12
Charlie White,18,1,2,4,27.0,9.0,0,5
Charlie White,18,2,2,4,25.0,8.333333333333334,0,5
Charlie White,18,3,2,4,36.0,9.0,0,5
Charlie White,18,4,2,4,33.0,8.25,0,5
Charlie White,18,5,2,4,37.0,9.25,0,5
Charlie White,18,6,2,4,36.0,9.0,0,5
Charlie White,18,7,2,4,35.5,8.875,0,5
Charlie White,18,8,2,4,40.0,10.0,0,5
Charlie White,18,9,2,4,38.0,9.5,1,5
Amy Purdy,18,1,2,4,24.0,8.0,0,2
Amy Purdy,18,2,2,4,24.0,8.0,0,2
Amy Purdy,18,3,2,4,36.0,9.0,0,2
Amy Purdy,18,4,2,4,34.0,8.5,0,2
Amy Purdy,18,5,2,4,37.0,9.25,0,2
Amy Purdy,18,6,2,4,38.0,9.5,0,2
Amy Purdy,18,7,2,4,37.5,9.375,0,2
Amy Purdy,18,8,2,4,40.0,10.0,0,2
Amy Purdy,18,9,2,4,39.0,9.75,0,2
Amy Purdy,18,10,2,4,29.666600000000003,9.888866666666667,0,2
Meryl Davis,18,1,2,4,24.0,8.0,0,1
Meryl Davis,18,2,2,4,25.0,8.333333333333334,0,1
Meryl Davis,18,3,2,4,39.0,9.75,0,1
Meryl Davis,18,4,2,4,39.0,9.75,0,1
Meryl Davis,18,5,2,4,36.0,9.0,0,1
Meryl Davis,18,6,2,4,40.0,10.0,0,1
Meryl Davis,18,7,2,4,39.0,9.75,0,1
Meryl Davis,18,8,2,4,36.0,9.0,0,1
Meryl Davis,18,9,2,4,40.0,10.0,0,1
Meryl Davis,18,10,2,4,30.0,10.0,0,1
Drew Carey,18,1,2,4,21.0,7.0,0,8
Drew Carey,18,2,2,4,21.0,7.0,0,8
Drew Carey,18,3,2,4,30.0,7.5,0,8
Drew Carey,18,4,2,4,33.0,8.25,0,8
Drew Carey,18,5,2,4,28.0,7.0,0,8
Drew Carey,18,6,2,4,32.0,8.0,1,8
Cody Simpson,18,1,2,4,22.0,7.333333333333333,0,9
Cody Simpson,18,2,2,4,22.0,7.333333333333333,0,9
Cody Simpson,18,3,2,4,35.0,8.75,0,9
Cody Simpson,18,4,2,4,31.0,7.75,0,9
Cody Simpson,18,5,2,4,34.0,8.5,1,9
NeNe Leakes,18,1,2,4,21.0,7.0,0,7
NeNe Leakes,18,2,2,4,21.0,7.0,0,7
NeNe Leakes,18,3,2,4,31.0,7.75,0,7
NeNe Leakes,18,4,2,4,32.0,8.0,0,7
NeNe Leakes,18,5,2,4,36.0,9.0,0,7
NeNe Leakes,18,6,2,4,33.0,8.25,0,7
NeNe Leakes,18,7,2,4,33.0,8.25,1,7
Antonio Sabato Jr.,19,1,2,4,25.0,6.25,0,8
Antonio Sabato Jr.,19,2,2,4,31.0,7.75,0,8
Antonio Sabato Jr.,19,3,2,4,29.0,7.25,0,8
Antonio Sabato Jr.,19,4,2,4,29.0,7.25,0,8
Antonio Sabato Jr.,19,5,2,4,28.0,7.0,0,8
Antonio Sabato Jr.,19,6,2,4,28.0,7.0,0,8
Antonio Sabato Jr.,19,7,2,4,29.5,7.375,1,8
Jonathan Bennett,19,1,2,4,30.0,7.5,0,9
